Year,Year_Rank,Song,Artist,Genre,Cover,Points,Peak,Weeks
2000,61,Then The Morning Comes,Smash Mouth,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1312,11,17
2000,62,Oops!...I Did It Again,Britney Spears,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1300,9,20
2000,63,The Real Slim Shady,Eminem,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1295,4,19
2000,64,Gotta Tell You,Samantha Mumba,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1287,4,17
2000,65,Give Me Just One Night (Una Noche),98 Degrees,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1267,2,20
2000,66,Party Up (Up In Here),DMX,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1244,27,21
2000,67,Only God Knows Why,Kid Rock,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1240,19,20
2000,68,You're A God,Vertical Horizon,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1239,23,19
2000,69,Independent Women Part I,Destiny's Child,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1235,1,15
2000,70,Blue (Da Ba Dee),Eiffel 65,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1218,6,17
2000,71,This I Promise You,N Sync,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1204,5,14
2000,72,Thank God I Found You,Mariah Carey Featuring Joe & 98 Degrees,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1184,1,17
2000,73,That's The Way,Jo Dee Messina,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1156,25,20
2000,74,Take A Picture,Filter,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1155,12,15
2000,75,Forgot About Dre,Dr. Dre Featuring Eminem,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1155,25,20
2000,76,The Next Episode,Dr. Dre Featuring Snoop Dogg,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1155,23,20
2000,77,Swear It Again,Westlife,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1153,20,20
2000,78,Between Me And You,Ja Rule Featuring Christina Milian,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1148,11,16
2000,79,The Best Day,George Strait,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1126,31,20
2000,80,He Can't Love U,Jagged Edge,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1124,15,17
2000,81,Where I Wanna Be,Damizza Presents Shade Sheist Featuring Nate Dogg & Kurupt,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1123,29,25
2000,82,Pinch Me,Barenaked Ladies,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1123,15,17
2000,83,How Do You Like Me Now?!,Toby Keith,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1111,31,20
2000,84,Yes!,Chad Brock,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1104,22,20
2000,85,Bounce With Me,Lil Bow Wow Featuring Xscape,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1104,20,19
2000,86,Crash And Burn,Savage Garden,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1089,24,20
2000,87,Best Of Intentions,Travis Tritt,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1065,27,20
2000,88,What'Chu Like,Da Brat Featuring Tyrese,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1052,26,20
2000,89,I Hope You Dance,Lee Ann Womack,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1048,32,20
2000,90,Liar,Profyle,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1031,14,16
2000,91,Meet Virginia,Train,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1029,20,15
2000,92,What About Now,Lonestar,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1022,30,20
2000,93,Broadway,Goo Goo Dolls,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1020,24,20
2000,94,She Bangs,Ricky Martin,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1019,12,13
2000,95,Shape Of My Heart,Backstreet Boys,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1008,9,12
2000,96,Better Off Alone,Alice Deejay,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,995,27,20
2000,97,It's My Life,Bon Jovi,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,988,33,20
2000,98,I Don't Wanna,Aaliyah,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,979,35,20
2000,99,My Best Friend,Tim McGraw,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,976,29,16
2000,100,I Like It,Sammie,Pop,https://cdn-images.dzcdn.net/images/cover/9617334140532d2a13584042f38e67fa/250x250-000000-80-0-0.jpg,963,24,20
2001,1,Hanging By A Moment,Lifehouse,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,3909,2,47
2001,2,Drops Of Jupiter (Tell Me),Train,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,3280,5,42
2001,3,Thank You,Dido,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2908,3,39
2001,4,It's Been Awhile,Staind,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2893,5,38
2001,5,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2733,2,33
2001,6,Drive,Incubus,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2542,9,39
2001,7,Angel,Lionel Richie,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2481,1,45
2001,8,Follow Me,Uncle Kracker,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2480,5,33
2001,9,Hit 'Em Up Style (Oops!),Blu Cantrell,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2457,2,34
2001,10,If You're Gone,matchbox twenty,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2422,5,31
2001,11,Where The Party At,Jagged Edge With Nelly,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2392,3,29
2001,12,I'm Real,Jennifer Lopez Featuring Ja Rule,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2371,1,26
2001,13,Ride Wit Me,Nelly Featuring City Spud,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2366,3,29
2001,14,Fallin',Alicia Keys,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2357,1,29
2001,15,Peaches & Cream,112,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2325,4,29
2001,16,Stutter,Joe Featuring Mystikal,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2203,1,26
2001,17,Again,Lenny Kravitz,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2202,4,25
2001,18,What Would You Do?,City High,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2157,8,28
2001,19,Fill Me In,Craig David,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2105,15,27
2001,20,U Remind Me,Usher,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2101,1,24
2001,21,I Hope You Dance,Lee Ann Womack,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2089,14,28
2001,22,South Side,Moby Featuring Gwen Stefani,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2008,14,27
2001,23,Family Affair,Mary J. Blige,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2001,1,23
2001,24,Put It On Me,Ja Rule Featuring Lil' Mo & Vita,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1991,8,25
2001,25,All For You,Janet,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1937,1,22
2001,26,Get Ur Freak On,"Missy ""Misdemeanor"" Elliott",Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1846,7,24
2001,27,Differences,Ginuwine,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1831,4,23
2001,28,I Do!!,Toya,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1830,16,31
2001,29,Butterfly,Crazy Town,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1779,1,23
2001,30,Only Time,Enya,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1772,10,25
2001,31,Crazy,K-Ci & JoJo,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1687,11,21
2001,32,Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & P!nk",Electronic/Dance,https://cdn-images.dzcdn.net/images/cover/9c00d33fab3807d1a135c7239938cf5d/250x250-000000-80-0-0.jpg,1684,1,20
2001,33,I'm Like A Bird,Nelly Furtado,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1665,9,24
2001,34,When It's Over,Sugar Ray,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1625,13,22
2001,35,The Way You Love Me,Faith Hill,Country,https://cdn-images.dzcdn.net/images/cover/580a1286a0994b5052cb75c1d455b504/250x250-000000-80-0-0.jpg,1619,6,21
2001,36,Someone To Call My Lover,Janet,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1599,3,20
2001,37,All Or Nothing,O-Town,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1572,3,20
2001,38,Turn Off The Light,Nelly Furtado,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1561,5,20
2001,39,Survivor,Destiny's Child,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1560,2,20
2001,40,Jaded,Aerosmith,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1536,7,20
2001,41,Izzo (H.O.V.A.),JAY-Z,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1531,8,20
2001,42,Fiesta,R. Kelly Featuring Jay-Z,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1527,6,21
2001,43,Love Don't Cost A Thing,Jennifer Lopez,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1503,3,17
2001,44,One Minute Man,"Missy ""Misdemeanor"" Elliott",Hip-Hop/Rap,https://is1-ssl.mzstatic.com/image/thumb/Music/71/c2/4f/mzi.gsutnxrb.jpg/100x100bb.jpg,1469,15,21
2001,45,It Wasn't Me,"Shaggy Featuring Ricardo ""RikRok"" Ducent",Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1450,1,16
2001,46,Livin' It Up,Ja Rule Featuring Case,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1448,6,18
2001,47,Don't Tell Me,Madonna,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1447,4,17
2001,48,Promise,Jagged Edge,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1428,9,19
2001,49,Superwoman Pt. II,Lil' Mo Featuring Fabolous,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1412,11,22
2001,50,Missing You,Case,Electronic/Dance,https://cdn-images.dzcdn.net/images/cover/4c93e81bc5073816ee0fbeebecbc883d/250x250-000000-80-0-0.jpg,1366,4,22
2001,51,Never Had A Dream Come True,S Club 7,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1331,10,20
2001,52,Rock The Boat,Aaliyah,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1316,14,17
2001,53,Ms. Jackson,OutKast,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1314,1,15
2001,54,The Space Between,Dave Matthews Band,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1314,22,23
2001,55,Heard It All Before,Sunshine Anderson,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1302,18,20
2001,56,Love,Musiq Soulchild,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1293,24,21
2001,57,Irresistible,Jessica Simpson,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1287,15,20
2001,58,Nobody Wants To Be Lonely,Ricky Martin Duet With Christina Aguilera,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1282,13,20
2001,59,Stranger In My House,Tamia,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1273,10,21
2001,60,Bootylicious,Destiny's Child,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1269,1,19
2001,61,Hero,Enrique Iglesias,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1265,3,14
2001,62,Everywhere,Michelle Branch,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1259,12,18
2001,63,How You Remind Me,Nickelback,Electronic/Dance,https://charts-static.billboard.com/img/2001/07/nickelback-ecq-howyouremindme-6b9-180x180.jpg,1248,1,17
2001,64,Music,Erick Sermon Featuring Marvin Gaye,Pop,https://cdn-images.dzcdn.net/images/cover/2eca35a12e0b2fef3fae91421af0e8f9/250x250-000000-80-0-0.jpg,1243,22,23
2001,65,Danger (Been So Long),Mystikal Featuring Nivea,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1224,14,17
2001,66,Be Like That,3 Doors Down,Rock,https://cdn-images.dzcdn.net/images/cover/38e2269175ff2e12c381265395ce9d31/250x250-000000-80-0-0.jpg,1222,24,21
2001,67,Ain't Nothing 'Bout You,Brooks & Dunn,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1216,25,20
2001,68,I'm Already There,Lonestar,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1212,24,20
2001,69,Dance With Me,112,Country,https://cdn-images.dzcdn.net/images/cover/fdfdaa63fa8f80c99dbdf571330327cf/250x250-000000-80-0-0.jpg,1208,8,22
2001,70,He Loves U Not,Dream,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1202,2,14
2001,71,Independent Women Part I,Destiny's Child,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1178,1,13
2001,72,U Got It Bad,Usher,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1177,1,15
2001,73,Superman (It's Not Easy),Five For Fighting,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1159,14,18
2001,74,There You'll Be,Faith Hill,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1137,10,20
2001,75,Crazy For This Girl,Evan And Jaron,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1136,15,14
2001,76,No More (Baby I'ma Do Right),3LW,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1107,23,16
2001,77,Grown Men Don't Cry,Tim McGraw,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1104,25,20
2001,78,Play,Jennifer Lopez,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1104,18,20
2001,79,Raise Up,Petey Pablo,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1093,25,21
2001,80,Southern Hospitality,Ludacris,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1090,23,20
2001,81,Who I Am,Jessica Andrews,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1086,28,20
2001,82,Contagious,The Isley Brothers Featuring Ronald Isley,Electronic/Dance,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1083,19,19
2001,83,Gone,N Sync,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1083,11,15
2001,84,Austin,Blake Shelton,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1082,18,20
2001,85,With Arms Wide Open,Creed,Rock,https://cdn-images.dzcdn.net/images/cover/7c5e2402a3bcb04b871d503087ef56da/250x250-000000-80-0-0.jpg,1080,5,13
2001,86,One More Day,Diamond Rio,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1079,29,20
2001,87,Don't Happen Twice,Kenny Chesney,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1078,26,20
2001,88,Only In America,Brooks & Dunn,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1068,33,20
2001,89,Smooth Criminal,Alien Ant Farm,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1066,23,19
2001,90,Kryptonite,3 Doors Down,Rock,https://cdn-images.dzcdn.net/images/cover/e075197e5985cd4269f829f1ea217cad/250x250-000000-80-0-0.jpg,1064,13,14
2001,91,Here's To The Night,Eve 6,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1060,30,20
2001,92,It's A Great Day To Be Alive,Travis Tritt,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1057,33,20
2001,93,Emotion,Destiny's Child,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1055,10,14
2001,94,I Wanna Be Bad,Willa Ford,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1054,22,20
2001,95,I'm A Thug,Trick Daddy,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1050,17,20
2001,96,You Shouldn't Kiss Me Like This,Toby Keith,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1015,32,19
2001,97,It's Over Now,112,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1014,6,16
2001,98,I'm Just Talkin' About Tonight,Toby Keith,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1012,27,20
2001,99,Can't Deny It,Fabolous Featuring Nate Dogg,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1009,25,20
